Id,SalePrice
1461,118080.16
1462,161341.5
1463,178156.685
1464,195831.24
1465,178391.605
1466,168519.425
1467,167432.0
1468,165698.75
1469,168710.25
1470,128630.705
1471,197219.79
1472,99414.5
1473,97454.5
1474,138739.855
1475,112046.38
1476,342247.22
1477,233415.12
1478,302740.445
1479,287576.8
1480,524788.09
1481,312774.6
1482,207547.725
1483,192285.695
1484,162810.93
1485,190474.175
1486,187998.425
1487,304018.94
1488,242664.68
1489,205942.16
1490,248645.75
1491,199282.74
1492,99758.75
1493,186688.0
1494,255456.065
1495,261344.66
1496,281259.93
1497,173712.935
1498,168968.9
1499,155977.3
1500,165916.53
1501,204147.35
1502,171837.685
1503,272899.27
1504,236242.71
1505,234778.725
1506,172531.275
1507,224524.4
1508,175045.25
1509,150424.775
1510,143831.545
1511,141181.75
1512,161018.0
1513,140141.855
1514,149667.75
1515,155289.075
1516,153271.75
1517,161706.85
1518,142796.24
1519,234034.49
1520,138371.0
1521,138066.5
1522,154826.435
1523,98224.69
1524,122504.095
1525,127514.83
1526,106787.0
1527,99388.0
1528,122070.205
1529,133484.5
1530,169431.025
1531,147583.045
1532,100025.205
1533,152074.815
1534,118872.755
1535,136913.375
1536,111500.34
1537,65928.5
1538,134796.25
1539,184125.5
1540,109548.7
1541,138292.07
1542,122948.22
1543,173986.41
1544,70091.415
1545,99523.915
1546,127138.54
1547,131242.57
1548,115778.09
1549,114047.5
1550,129789.76
1551,123551.025
1552,136269.955
1553,144048.535
1554,109130.94
1555,161377.895
1556,78160.615
1557,91628.5
1558,109347.47
1559,84050.235
1560,126138.615
1561,144395.675
1562,128587.045
1563,116562.08
1564,152131.73
1565,146472.75
1566,217102.2
1567,88581.0
1568,256424.44
1569,151028.25
1570,135260.0
1571,119199.45
1572,142372.59
1573,212362.52
1574,137111.035
1575,220243.2
1576,269707.94
1577,178229.73
1578,151529.39
1579,134638.09
1580,179065.425
1581,141393.605
1582,126050.54
1583,292306.745
1584,216975.815
1585,147411.77
1586,70296.72
1587,105798.56
1588,140727.25
1589,96004.37
1590,129008.225
1591,93357.52
1592,131638.745
1593,125295.005
1594,119229.53
1595,107830.75
1596,182105.0
1597,177259.48
1598,186762.51
1599,150998.66
1600,159574.105
1601,65444.545
1602,123796.52
1603,86665.565
1604,280703.81
1605,237876.66
1606,158510.46
1607,154799.065
1608,226764.325
1609,180382.985
1610,161006.785
1611,140277.5
1612,185763.305
1613,154738.77
1614,128379.405
1615,96939.5
1616,93178.5
1617,97473.75
1618,117078.09
1619,135671.87
1620,167893.165
1621,131969.355
1622,146894.5
1623,235992.96
1624,237223.745
1625,113413.825
1626,150756.275
1627,190117.41
1628,257654.12
1629,159455.01
1630,329110.15
1631,192652.445
1632,211524.365
1633,161218.715
1634,180520.81
1635,185702.5
1636,156973.0
1637,161097.5
1638,183418.91
1639,157476.555
1640,228750.95
1641,151289.315
1642,242056.47
1643,236438.055
1644,214081.41
1645,206237.5
1646,152780.99
1647,153458.25
1648,131155.96
1649,136269.25
1650,118876.355
1651,127739.625
1652,96551.0
1653,97323.25
1654,126660.4
1655,128980.405
1656,126744.105
1657,121497.585
1658,140695.735
1659,106035.5
1660,188168.46
1661,508760.895
1662,346655.875
1663,387345.535
1664,561652.97
1665,304722.415
1666,357302.685
1667,356233.015
1668,389252.6
1669,290203.6
1670,356529.945
1671,291453.19
1672,480569.05
1673,280155.445
1674,236280.69
1675,210322.76
1676,202235.16
1677,218754.9
1678,445812.28
1679,373087.02
1680,324027.16
1681,263526.725
1682,301027.205
1683,179331.825
1684,174587.32
1685,178496.97
1686,170121.075
1687,173355.06
1688,196729.45
1689,198863.235
1690,212401.025
1691,195815.7
1692,244902.82
1693,174436.405
1694,174526.885
1695,157920.37
1696,274672.015
1697,162068.7
1698,313094.27
1699,320564.67
1700,237508.61
1701,254402.92
1702,246772.065
1703,253372.415
1704,278583.795
1705,261355.35
1706,536004.48
1707,235754.89
1708,212796.85
1709,266547.93
1710,226978.42
1711,274657.42
1712,258347.765
1713,288251.26
1714,217588.715
1715,213208.115
1716,182588.975
1717,156805.665
1718,127928.04
1719,206950.74
1720,236261.975
1721,170947.79
1722,131966.54
1723,153327.685
1724,205536.505
1725,223452.78
1726,164635.06
1727,161250.04
1728,192180.7
1729,156288.025
1730,142516.74
1731,114926.91
1732,135834.71
1733,120061.345
1734,126505.79
1735,136737.625
1736,115723.055
1737,270713.555
1738,208491.225
1739,254128.205
1740,249603.22
1741,214915.235
1742,172316.825
1743,177954.525
1744,293809.43
1745,199992.1
1746,183863.25
1747,192606.6
1748,223945.15
1749,147946.5
1750,138319.5
1751,239166.65
1752,111633.58
1753,141696.5
1754,152229.775
1755,163540.5
1756,122017.26
1757,117350.615
1758,146440.84
1759,155424.875
1760,168556.75
1761,152084.5
1762,163379.39
1763,207192.75
1764,115836.805
1765,148286.75
1766,176768.5
1767,230432.0
1768,140805.795
1769,150960.25
1770,141471.25
1771,118906.97
1772,137910.88
1773,133477.325
1774,155846.02
1775,138530.25
1776,122403.995
1777,118035.375
1778,130548.045
1779,117688.665
1780,145741.15
1781,124386.345
1782,98641.35
1783,158514.375
1784,111398.325
1785,125224.045
1786,132051.64
1787,170178.125
1788,83780.345
1789,95662.56
1790,92742.06
1791,184551.185
1792,143734.0
1793,141631.375
1794,134144.375
1795,127156.415
1796,124903.06
1797,116966.16
1798,117568.81
1799,111667.38
1800,127689.28
1801,123518.34
1802,131037.735
1803,152506.595
1804,141470.04
1805,140856.75
1806,103562.305
1807,123968.695
1808,121417.525
1809,111397.35
1810,131096.44
1811,109806.68
1812,89878.04
1813,110517.25
1814,99927.29
1815,63377.555
1816,101177.75
1817,155376.605
1818,161768.425
1819,133497.045
1820,87695.905
1821,109062.54
1822,156434.355
1823,63410.495
1824,108211.65
1825,123848.635
1826,124627.08
1827,99012.42
1828,107114.52
1829,124656.835
1830,128195.94
1831,135559.745
1832,98116.79
1833,132542.94
1834,142254.19
1835,121976.735
1836,99911.5
1837,103271.25
1838,111744.85
1839,110949.465
1840,130910.365
1841,125566.265
1842,91855.0
1843,142945.545
1844,142083.5
1845,147378.28
1846,154158.435
1847,161550.675
1848,66759.47
1849,117238.46
1850,123099.0
1851,149562.125
1852,119546.9
1853,139037.36
1854,154058.98
1855,155573.0
1856,215253.425
1857,165583.57
1858,138402.3
1859,119597.095
1860,149396.385
1861,120144.19
1862,313631.605
1863,316151.065
1864,315989.815
1865,348700.97
1866,339392.42
1867,233117.12
1868,294612.85
1869,207994.9
1870,236989.66
1871,253588.51
1872,186523.895
1873,213505.05
1874,137296.355
1875,186625.43
1876,179936.935
1877,208440.32
1878,207898.68
1879,126929.435
1880,133322.045
1881,272353.625
1882,249895.21
1883,174972.7
1884,188467.485
1885,235131.37
1886,281278.5
1887,210201.2
1888,267048.43
1889,173687.71
1890,138315.0
1891,146013.085
1892,102179.15
1893,127920.75
1894,138978.88
1895,142948.5
1896,123374.5
1897,122416.79
1898,110426.685
1899,141106.135
1900,126054.445
1901,146945.875
1902,127616.925
1903,213500.35
1904,123702.98
1905,166583.5
1906,124838.11
1907,185447.25
1908,98635.75
1909,129171.615
1910,115579.26
1911,169060.47
1912,247354.055
1913,169334.0
1914,62437.875
1915,320062.49
1916,59567.84
1917,214403.94
1918,136441.03
1919,168170.8
1920,145901.215
1921,378040.525
1922,348858.42
1923,215914.6
1924,287707.635
1925,215026.725
1926,379812.925
1927,135893.54
1928,158786.775
1929,112116.58
1930,139237.015
1931,135304.495
1932,133219.605
1933,188729.5
1934,164606.95
1935,157924.255
1936,180439.11
1937,171127.0
1938,161990.25
1939,212459.925
1940,172201.68
1941,174601.7
1942,201021.85
1943,187220.33
1944,323718.615
1945,360089.01
1946,154955.0
1947,290815.0
1948,165593.025
1949,233098.16
1950,154748.62
1951,276011.18
1952,208292.5
1953,215379.35
1954,163706.51
1955,132284.225
1956,300596.055
1957,139310.71
1958,294764.505
1959,156280.695
1960,107114.91
1961,110593.955
1962,98756.0
1963,100138.5
1964,99353.5
1965,129039.69
1966,124363.735
1967,309524.065
1968,415719.0
1969,360723.68
1970,377106.8
1971,465217.675
1972,403937.825
1973,279048.42
1974,315386.28
1975,415203.69
1976,293839.99
1977,411435.22
1978,355183.985
1979,332548.85
1980,193173.92
